Abfälle, Bleibatterie Wiederverarbeitung;Abfälle Bleibatterie Wiederverarbeitung;16;94551-99-2;305-445-7;;11,17;;;;;;
Abfälle, Bleibatterie Wiederverarbeitung;Abfälle Bleibatterie Wiederverarbeitung;17;94551-99-2;305-445-7;3,33;16,76;;;;;;
Abwasser, Zinksulfat elektrolytisch, sauer;Abwasser Zinksulfat elektrolytisch sauer;1;69012-24-4;273-723-4;;0,2;;;;;;
Abwasser, Zinksulfat elektrolytisch, sauer;Abwasser Zinksulfat elektrolytisch sauer;2;69012-24-4;273-723-4;;5;;;;;;
Abwasser, Zinksulfat elektrolytisch, sauer;Abwasser Zinksulfat elektrolytisch sauer;3;69012-24-4;273-723-4;;10;;;;;;
Abwasser, Zinksulfat elektrolytisch, sauer;Abwasser Zinksulfat elektrolytisch sauer;4;69012-24-4;273-723-4;0,004;;;;;;;
Abwasser, Zinksulfat elektrolytisch, sauer;Abwasser Zinksulfat elektrolytisch sauer;5;69012-24-4;273-723-4;0,05;;;;;;;
Acetaldehydoxim;Acetaldehydoxim;1;107-29-9;203-479-6;;0,49;;;;;32430;zum Stoff
Acetalisierungsprodukt aus Glucose und C14-Alkohol;Acetalisierungsprodukt aus Glucose und Alkohol;1;-;923-418-3;;7,84;;;;;;
Acetalisierungsprodukt zwischen Glucose und C16-18-(geradzahliger)-Alkohol;Acetalisierungsprodukt zwischen Glucose und Alkohol;1;-;927-870-2;;33,6;;;;;;
Acetalisierungsprodukt zwischen Glucose und 12-Hydroxystearylalkohol;Acetalisierungsprodukt zwischen Glucose und Hydroxystearylalkohol;1;-;700-891-2;;7,84;;;;;;
Acetalisierungsprodukt zwischen Glukose und C20-22-(geradzahlig)-Alkohol;Acetalisierungsprodukt zwischen Glukose und Alkohol;1;-;923-835-0;;33,6;;;;;;
Acetalisierungsprodukte aus Glucose und C12/18(geradzahlig)-Alkohol;Acetalisierungsprodukte aus Glucose und C1218 geradzahlig Alkohol;1;-;923-908-7;;33,6;;;;;;
3-Acetamido-5-amino-4-hydroxybenzolsulfonsäure;Acetamidoaminohydroxybenzolsulfonsäure;1;40306-75-0;254-879-2;;13,157;;;;;141921;zum Stoff
Acetoacetamid;Acetoacetamid;1;5977-14-0;227-774-4;;0,292;;;;;18460;zum Stoff
2-Acetoacetoxyethylmethacrylat;Acetoacetoxyethylmethacrylat;1;21282-97-3;244-311-1;35;35;;;;;132928;zum Stoff
Aceton;Aceton;1;67-64-1;200-662-2;;1210;TRGS900;MAK;EU;;11230;zum Stoff
Aceton, Kondensationsprodukt mit Phenol;Aceton Kondensationsprodukt mit Phenol;1;-;931-252-8;2;2;;;;;;
2-Aceton, Reaktionsprodukt mit Phenol;Aceton Reaktionsprodukt mit Phenol;1;35238-34-7;500-086-4;;3,7;;;;;;
2'-Acetonaphthon;Acetonaphthon;1;93-08-3;202-216-2;;1,63;;;;;492531;zum Stoff
1'-Acetonaphthon;Acetonaphthon;1;941-98-0;213-384-1;;0,822;;;;;493827;zum Stoff
Acetonitril;Acetonitril;1;75-05-8;200-835-2;68;68;TRGS900;MAK;EU;;13660;zum Stoff
"Acetonitril; Trifluorboran";Acetonitril Trifluorboran;1;420-16-6;690-796-1;0,74;0,74;;;;;;
Acetonoxim;Acetonoxim;1;127-06-0;204-820-1;;0,35;;;;;32420;zum Stoff
Acetonoxim;Acetonoxim;2;127-06-0;204-820-1;;0,336;;;;;32420;zum Stoff
Acetophenon;Acetophenon;1;98-86-2;202-708-7;;22;;;;;22380;zum Stoff
2-(Acetylamino)-N-benzyl-3-methoxypropanamid;Acetylaminobenzylmethoxypropanamid;1;175481-26-2;700-539-8;;8,88;;;;;;
N2-Acetyl-N-benzyl-O-methyl-L-serinamid;Acetylbenzylmethylserinamid;1;175481-37-5;806-591-9;;8,88;;;;;;
1-Acetyl-4-(3-dodecyl-2,5-dioxo-1-pyrrolidinyl)-2,2,6,6-tetramethylpiperidin;Acetyldodecyldioxopyrrolidinyltetramethylpiperidin;1;106917-31-1;411-930-5;;29,4;;;;;530722;zum Stoff
N-Acetylhexanlactam;Acetylhexanlactam;1;1888-91-1;217-565-6;;1,47;;;;;;
1-Acetyl-4-(4-hydroxyphenyl)piperazin;Acetylhydroxyphenylpiperazin;1;67914-60-7;267-744-8;;7,053;;;;;;
3-Acetyl-6-methyl-2H-pyran-2,4(3H)-dion;Acetylmethylpyrandion;1;520-45-6;208-293-9;;10,99;;;;;25250;zum Stoff
4-Acetylmorpholin;Acetylmorpholin;1;1696-20-4;216-913-4;;24,5;;;;;110673;zum Stoff
1-(4-(Acetyloxy)-3-((acetyloxy)methyl)phenyl)ethanon;Acetyloxyacetyloxymethylphenylethanon;1;-;921-042-4;;4,9;;;;;;
2-((2-(Acetyloxy)-3-(1,1-dimethylethyl)-5-methylphenyl)methyl)-6-(1,1-dimethylethyl)-4-methylphenol;Acetyloxydimethylethylmethyl;1;41620-33-1;412-210-3;;15;;;;;901267;zum Stoff
(3-Acetyloxy-2,2-dimethylpropyl)acetat;Acetyloxydimethylpropylacetat;1;13431-57-7;826-122-1;;8,2;;;;;;
O-Acetylsalicylsäure;Acetylsalicylsäure;1;50-78-2;200-064-1;;19,5;;;;;491133;zum Stoff
N-Acetylsulfanilylchlorid;Acetylsulfanilylchlorid;1;121-60-8;204-485-1;;16,4;;;;;17790;zum Stoff
N-Acetyl-DL-tryptophan;Acetyltryptophan;1;87-32-1;201-739-3;;411,4;;;;;;
Acrylaldehyd;Acrylaldehyd;1;107-02-8;203-453-4;0,2;0,2;TRGS900;;EU;;13480;zum Stoff
2-Acrylamido-2-methylpropansulfonsäure;Acrylamidomethylpropansulfonsäure;1;15214-89-8;239-268-0;;1;;;;;495097;zum Stoff
Acrylnitril;Acrylnitril;1;107-13-1;203-466-5;1,8;;;;;krebserzeugend;11410;zum Stoff
cis-2-(Acryloyloxy)ethylhydrogen cyhexan-1,2-dicarboxylat;Acryloyloxyethylhydrogencyhexandicarboxylat;1;-;478-080-5;0,32;;;;;;;
Acrylsäure;Acrylsäure;1;79-10-7;201-177-9;30;30;TRGS900;MAK;EU;;14360;zum Stoff
Additionsprodukt von Maleinsäureanhydrid, Tallölfettsäuren, Leinöl und Methanol;Additionsprodukt von Maleinsäureanhydrid Tallölfettsäuren Leinöl und Methanol;1;-;926-195-0;;164,5;;;;;;
Adipinsäure;Adipinsäure;1;124-04-9;204-673-3;5;264;TRGS900;MAK;;;12050;zum Stoff
Adipohydrazid;Adipohydrazid;1;1071-93-8;213-999-5;;17,5;;;;;108476;zum Stoff
AERO 5100 PROMOTER;Aero promoter;1;-;434-440-3;;0,494;;;;;;
Aktivkohle;Aktivkohle;1;16291-96-6;240-383-3;10;10;;;;;129613;zum Stoff
Aktivkohle;Aktivkohle;2;16291-96-6;240-383-3;;10;;;;;129613;zum Stoff
Aktivkohle - High Density Skeleton;Aktivkohle  High Density Skeleton;1;-;931-328-0;1,84;;;;;;;
Aktivkohle - Gerüst niedriger Dichte;Aktivkohle Gerüst niedriger Dichte;1;-;931-334-3;1,84;;;;;;;
Alanin;Alanin;1;56-41-7;200-273-8;;226,2;;;;;12950;zum Stoff
β-Alanin;Alanin;1;107-95-9;203-536-5;;23,509;;;;;531070;zum Stoff
DL-Alanin;Alanin;1;302-72-7;206-126-4;;226,2;;;;;;
ß-Alanin, N-C8-18-Alkylderivate, Monokaliumsalz;Alanin Alkylderivate Monokaliumsalz;1;90170-42-6;290-475-2;;97,8;;;;;;
beta-Alanin, N-(2-Carboxyethyl)-, N-Kokos-alkylderivate, Dinatriumsalze;Alanin Carboxyethyl Kokosalkylderivate Dinatriumsalze;1;90170-43-7;290-476-8;;980;;;;;;
L-Alanin, N-Kokos-acylderivate, Natriumsalze;Alanin Kokosacylderivate Natriumsalze;1;90170-45-9;290-478-9;;12,3;;;;;;
ß-Alanin, N-Kokos-alkylderivate;Alanin Kokosalkylderivate;1;84812-94-2;284-219-9;;9,9;;;;;;
Alkalisalz von substituiertem Alkylaminosulfonyltriazinylaminoarylamido-diazoarylsulfonylsulfonat;Alkalisalz von substituiertem Alkylaminosulfonyltriazinylaminoarylamido-diazoarylsulfonylsulfonat;1;-; ;;58,3;;;;;;
Alkalisalz von substituiertem Aminoalkylsulfonylaryldiazonaphthalinsulfonat;Alkalisalz von substituiertem Aminoalkylsulfonylaryldiazonaphthalinsulfonat;1;-;432-080-1;;58,8;;;;;;
Alkalisalz von substituiertem Arylsulfonyltriazinylaminohydroxysulfonylaryldiazonaphthalinsulfonat;Alkalisalz von substituiertem Arylsulfonyltriazinylaminohydroxysulfonylaryldiazonaphthalinsulfonat;1;-; ;;3,65;;;;;;
alkalische Destillationsrückstände von epsilon-caprolactam;alkalische Destillationsrückstände von epsiloncaprolactam;1;-;938-820-4;1;;;;;;;
C16-(verzweigte), C20-(verzweigte) und C24-(verzweigte)-Alkane;Alkane;1;-;700-992-1;;29,4;;;;;;
C14-17-Alkane, sec-mono- und Disulfonsäuren, Phenylester;Alkane und Disulfonsäuren Phenylester;1;-;701-257-8;;6,5;;;;;;
Alkanol-Reaktionsprodukte mit Bis(aminoalkyl(C = 1-6))carbomonocyclus, Alkoxy(C=3~8)alkanol(C=2~7) und 2,4-TDI;Alkanolreaktionsprodukte mit Bisaminoalkylcarbomonocyclus Alkoxyalkanol und TDI;1;-;939-039-1;3,15;;;;;;;
Alkansäure- und Polyoxomolybdatboratalkanatcluster;Alkansäure und Polyoxomolybdatboratalkanatcluster;1;-; ;;26,447;;;;;;
Alkan-C6-C8 (geradzahlig)-1-sulfonsäure, Natriumsalz;Alkansulfonsäure Natriumsalz;1;-;939-625-7;;30,32;;;;;;
Alkene, C9-11-, C10-reich;Alkene C reich;1;68526-56-7;271-213-6;2,31;2,31;;;;;;
Alkene, C11-14, Hydroformylierungsproduke, Destillationsrückstände, Reaktionsprodukte mit Maleinsäureanhydrid und Natriumbisulfit, Natriumsalze;Alkene Hydroformylierungsproduke Destillationsrückstände Reaktionsprodukte mit Maleinsäureanhydrid und Natriumbisulfit Natriumsalze;1;-;938-654-2;;0,26;;;;;;
Alkene, C6-10, Hydroformylierungsprodukte, hoch siedend;Alkene Hydroformylierungsprodukte hoch siedend;1;68526-82-9;271-230-9;16,75;;;;;;;
Alkene, C11-12, Hydroformylierungsprodukte, niedrig siedend;Alkene Hydroformylierungsprodukte niedrig siedend;1;-;932-235-8;;220;;;;;;
Alkene, C13-14, Hydroformylierungsprodukte, niedrig siedend;Alkene Hydroformylierungsprodukte niedrig siedend;1;-;932-284-5;;220;;;;;;
Alkene, C15-18-alpha-, sulfuriert;Alkene sulfuriert;1;67762-55-4;267-023-8;;12;;;;;;
Alkene, C6-11 (verzweigt), Hydroformylierungsprodukte, dest. Rückstände, schwere Crackfraktion;Alkene verzweigt Hydroformylierungsprodukte dest Rückstände schwere Crackfraktion;1;-;701-314-7;16,75;;;;;;;
6-(C10-13-Alkenyl-(geradzahlige und ungeradzahlige, verzweigte, ungesättigte)-2,5-Dioxopyrrolidin-1-yl)hexansäure;Alkenyl geradzahlige und ungeradzahlige verzweigte ungesättigte Dioxopyrrolidinhexansäure;1;2156592-54-8;701-118-1;;0,3;;;;;;
3-sec-[C15-18-(verzweigt und linear)-Alk-2-enyl]pyrrolidin-2,5-dion;Alkenyl]pyrrolidindion;1;-;701-350-3;;8,82;;;;;;
6-[3-(C12-C18)-Alkenyl(verzweigt, ungesättigt)-2,5-Dioxopyrrolidin-1-yl]hexansäure;Alkenylverzweigt ungesättigt Dioxopyrrolidinylhexansäure;1;-;701-162-1;;0,3;;;;;;
Alkohle, C9-11, verzweigt und linear, ethoxyliert, Sulfate, Ammoniumsalze;Alkohle verzweigt und linear ethoxyliert Sulfate Ammoniumsalze;1;160901-27-9;500-464-9;;175;;;;;;
Alkohole, C16-18;Alkohole;1;67762-27-0;267-008-6;6,52;237,76;;;;;;
Alkohole, C12-14;Alkohole;1;80206-82-2;279-420-3;6,52;196,12;;;;;;
Alkohole, C9-11, verzweigt und linear, ethoxyliert, Sulfate, Natriumsalze;Alkohole  verzweigt und linear ethoxyliert Sulfate Natriumsalze;1;160901-28-0;500-465-4;;175;;;;;;
Alkohole, C6-24, Destillationsrückstände;Alkohole Destillationsrückstände;1;102242-49-9;310-080-1;;73,47;;;;;;
Alkohole, C12-13, Ethoxylate, 1-2,5 EO;Alkohole Ethoxylate;1;66455-14-9;500-165-3;;294;;;;;;
Alkohole, C12-15, ethoxyliert;Alkohole ethoxyliert;1;68131-39-5;500-195-7;;294;;;;;;
Alkohole, C12-18, ethoxyliert;Alkohole ethoxyliert;1;68213-23-0;500-201-8;;294;;;;;;
Alkohole, C12-14, ethoxyliert;Alkohole ethoxyliert;1;68439-50-9;500-213-3;;294;;;;;;
Alkohole, C9-11 ethoxyliert, < 2.5 EO;Alkohole ethoxyliert;1;68439-46-3;614-482-0;;294;;;;;;
Alkohole, C6-C8-(geradzahlig, linear)-ethoxyliert (< 2,5 EO);Alkohole ethoxyliert;1;1426148-68-6;800-182-9;;4,4;;;;;;
Alkohole, C16-18 (geradzahlig), ethoxyliert, <2,5 EO;Alkohole ethoxyliert;1;-;939-518-5;;294;;;;;;
Alkohole, C10-12 (geradzahlig), ethoxyliert (1-2,5 EO);Alkohole ethoxyliert;1;-;939-592-9;;294;;;;;;
Alkohole, C8-10, ethoxyliert, Sulfate, Ammoniumsalze;Alkohole ethoxyliert Sulfate Ammoniumsalze;1;68891-29-2;500-233-2;;175;;;;;;
Alkohole C 10-16, ethoxyliert, Sulfate, Mono(hydroxyethyl)ammoniumsalze;Alkohole ethoxyliert Sulfate Monohydroxyethylammoniumsalze;1;157627-92-4;500-343-0;;175;;;;;;
Alkohole, C12-18, ethoxyliert, Sulfate, Natriumsalz;Alkohole ethoxyliert Sulfate Natriumsalz;1;68081-91-4;500-189-4;;175;;;;;;
Alkohole (C12-14), ethoxyliert, Sulfate, Natriumsalze;Alkohole ethoxyliert Sulfate Natriumsalze;1;68891-38-3;500-234-8;;175;;;;;;
Alkohole C 10-16, ethoxyliert, Sulfate, Triethanolammoniumsalze;Alkohole ethoxyliert Sulfate Triethanolammoniumsalze;1;157627-94-6;500-344-6;;175;;;;;;
Alkohole, C12-14 (gradzahlig), ethoxyliert (<=2.5 Mol EO), sulfatiert, Monoisopropanolaminsalz;Alkohole ethoxyliert sulfatiert Monoisopropanolaminsalz;1;1187742-72-8;932-185-7;;175;;;;;;
Alkohole, C16-18 (gradzahig, C18-ungesättigt), ethoxyliert, und Alkohole C20-22 (gradzahlig), Sulfate, Ammoniumsalze;Alkohole ethoxyliert und Alkohole Sulfate Ammoniumsalze;1;-;938-445-6;;8,8;;;;;;
Alkohole, C12-14 (geradzahlige), ethoxylierte, Magnesiumsalze, <2,5 mol EO;Alkohole ethoxylierte Magnesiumsalze;1;-;939-578-2;;175;;;;;;
Alkohole, C18-ungesättigte und ethoxylierte C18-ungesättigte Phosphate (5 Mol Ethoxylierung);Alkohole ethoxylierte Phosphate Mol Ethoxylierung;1;-;947-833-4;;13,16;;;;;;
Alkohole, C12-14 (lineare, geradzahlige), ethoxylierte, Sulfate, Ammoniumsalze, <2,5 mol EO;Alkohole ethoxylierte Sulfate Ammoniumsalze;1;-;939-575-6;;175;;;;;;
Alkohole, C16-18 und C18-ungesättigte, ethoxylierte, Sulfate, Natriumsalze;Alkohole ethoxylierte Sulfate Natriumsalze;1;157627-95-7;500-345-1;;175;;;;;;
Alkohole, C8-10, ethoxylierte, Sulfate, Natriumsalze;Alkohole ethoxylierte Sulfate Natriumsalze;1;-;939-523-2;;175;;;;;;
Alkohole, C10-12 (geradzahlig), ethoxylierte (1-2,5 EO), sulfatierte, Natriumsalze;Alkohole ethoxylierte sulfatierte Natriumsalze;1;-;939-597-6;;175;;;;;;
Alkohole, C16-18 (geradzahlig) und C18 ungesättigt, propoxyliert, <2,5 PO;Alkohole propoxyliert;1;-;939-600-0;;196;;;;;;
C18-C22-Alkohole (geradzahlig), Reaktionsprodukte mit Maleinsäureanhydrid und Natriumbisulfit;Alkohole Reaktionsprodukte mit Maleinsäureanhydrid und Natriumbisulfit;1;-;939-404-5;;77,2;;;;;;
Alkohole, sekundäre C11-15, ethoxyliert;Alkohole sekundäre ethoxyliert;1;68131-40-8;614-295-4;;42,32;;;;;;
Alkohole, C16-18 und ethoxylierte C16-18, Phosphate (10 Mol Ethoxylierung);Alkohole und ethoxylierte Phosphate Mol Ethoxylierung;1;-;947-820-3;;24,68;;;;;;
Alkohole, C16-18 und C18 ungesättigt, ethoxyliert;Alkohole ungesättigt ethoxyliert;1;68920-66-1;500-236-9;;294;;;;;;
Alkohole, C13-15, verzweigt und linear;Alkohole verzweigt und linear;1;85566-16-1;287-625-4;;26,5;;;;;;
Alkohole, C12-15-verzweigt und linear;Alkohole verzweigt und linear;1;90604-40-3;292-334-0;155;313;;;;;;
Alkohole (C9-11), verzweigt und linear, ethoxyliert;Alkohole verzweigt und linear ethoxyliert;1;160901-09-7;500-446-0;;294;;;;;;
Alkohole, C12-13, verzweigt und linear, ethoxyliert;Alkohole verzweigt und linear ethoxyliert;1;160901-19-9;500-457-0;;294;;;;;;
Alkohole, C12-13, verzweigt und linear, ethoxyliert, Sulfate, Natriumsalze (1<EO<2,5);Alkohole verzweigt und linear ethoxyliert Sulfate Natriumsalze;1;161074-79-9;500-513-4;;175;;;;;;
N-(C16-C18)alkyl-(C16-C18)alkan-1-amin;Alkylalkanamin;1;308062-60-4;629-721-4;;0,88;;;;;;
3-C12-14-(geradzahlig)-Alkylamido-N,N-dimethylpropan-1-aminooxid;Alkylamidodimethylpropanaminooxid;1;-;931-324-9;;3,53;;;;;;
3-C12-18-(gradzahlig)-Alkylamido-N,N-dimethylpropan-1-aminooxid;Alkylamidodimethylpropanaminooxid;1;-;939-581-9;;3,52;;;;;;
C16-18 (geradzahlig), ungesättigtes C18-Alkylamin ethoxyliert;Alkylamin ethoxyliert;1;-;947-515-5;;2,11;;;;;;
C16-18-(geradzahliges)-Alkylaminacetat;Alkylaminacetat;1;1273322-45-4;800-526-8;;0,38;;;;;;
C16-18-(geradzahlige, C18-ungesättigte)-Alkylaminacetate;Alkylaminacetate;1;1273322-47-6;817-198-7;;0,38;;;;;;
C16-18-(geradzahlig, gesättigt und ungesätigt)-Alkylamine;Alkylamine;1;1213789-63-9;627-034-4;1;0,38;;;;;;
(Z)-4-[C11-13 (verzweigte) Alkylamino]-4-oxo-2-butensäure;Alkylaminooxobutensäure;1;-;701-116-0;;13,16;;;;;;
C8-18-Alkylampho(di)propionate;Alkylamphodipropionate;1;-; ;;30,6;;;;;;
C16-18 (geradzahlig, C18 ungesättigt) Alkylbis(2-hydroxyethyl)aminoxid;Alkylbishydroxyethylaminoxid;1;2097729-23-0;825-356-1;;1,48;;;;;;
C13-(verzweigtes)-Alkyl-3 (3,5-di-tert-butyl-4-hydroxyphenyl)propanoat;Alkyldibutylhydroxyphenylpropanoat;1;847488-62-4;700-397-7;;7,05;;;;;;
C7-9-Alkyl-3-(3,5-di-trans-butyl-4-hydroxyphenyl)propionat, Isomerengemisch;Alkyldibutylhydroxyphenylpropionat Isomerengemisch;1;125643-61-0;406-040-9;;6,6;;;;;530836;zum Stoff
C7-9-Alkyl-3-(3,5-di-trans-butyl-4-hydroxyphenyl)propionat, Isomerengemisch;Alkyldibutylhydroxyphenylpropionat Isomerengemisch;2;125643-61-0;406-040-9;;3;;;;;530836;zum Stoff
C7-9-Alkyl-3-(3,5-di-trans-butyl-4-hydroxyphenyl)propionat, Isomerengemisch;Alkyldibutylhydroxyphenylpropionat Isomerengemisch;3;125643-61-0;406-040-9;;2,33;;;;;530836;zum Stoff
N-C16-C18(gradzahlig, C18 ungesättigt)-Alkyl-N,N-dimethyl-C16-C18(gradzahlig, C18 ungesättigt)-alkyl-1-aminium chlorid;Alkyldimethylalkylaminiumchlorid;1;1228186-17-1;638-747-5;;13,5;;;;;;
C12-16-(geradzahliges)-Alkyldimethylammoniumlactat;Alkyldimethylammoniumlactat;1;-;700-421-6;1;;;;;;;
N-Alkylester N-substituiertes heterocyclisches Diazoarylamin;Alkylester substituiertes heterocyclisches Diazoarylamin;1;-; ;;15;;;;;;
C12-14-Alkylethoxylatmethyloxiran;Alkylethoxylatmethyloxiran;1;-;948-091-4;;12,3;;;;;;
5-(C11-C12-Alkyl, verzweigt)-2-hydroxybenzaldehydoxim;Alkylhydroxybenzaldehydoxim;1;-;944-572-8;;0,235;;;;;;
(4E)-4-(C13-C17)Alkyliden-3-(C12-C16)alkyloxetan-2-on;Alkylidenalkyloxetanon;1;-;939-401-9;;1,2;;;;;;
Alkyliertes Naphthalin;Alkyliertes Naphthalin;1;-; ;;23,5;;;;;;
2,2'-(C16-18 (gradzahlig) Alkylimino)diethanol;Alkyliminodiethanol;1;1218787-30-4;620-539-0;;2,11;;;;;;
2,2'-(C16-18 (gradzahlig, C18 ungesättigt) Alkylimino)diethanol;Alkyliminodiethanol;1;1218787-32-6;620-540-6;;2,112;;;;;;
Alkylnaphthalin;Alkylnaphthalin;1;-; ;;23,5;;;;;;
3-((C9-11-iso,C10-angereichert) Alkyloxy)propan-1-amin;Alkyloxypropanamin;1;-;939-485-7;;4,9;;;;;;
3-((C9-11-iso,C10-angereichert) Alkyloxy)propan-1-amin acetat (1:1);Alkyloxypropanamin acetat;1;-;939-448-5;;4,9;;;;;;
C14-16-18 Alkylphenol;Alkylphenol;1;-;931-468-2;;1,17;;;;;;
Alkylphosphite;Alkylphosphite;1;-;424-820-7;;1,76;;;;;;
N-C16-18-Alkyl (geradzahlig)-C18 (ungesättigt)- propan-1,3-diamin;Alkylpropandiamin;1;1219010-04-4;629-719-3;;0,0395;;;;;;
Allylacetoacetat;Allylacetoacetat;1;1118-84-9;214-269-9;;9,521;;;;;493897;zum Stoff
Allylalkohol;Allylalkohol;1;107-18-6;203-470-7;;4,63;TRGS900;;EU;;24570;zum Stoff
Allylamin;Allylamin;1;107-11-9;203-463-9;;0,23;;;;;510030;zum Stoff
Allyl(cyclohexyloxy)acetat;Allylcyclohexyloxyacetat;1;68901-15-5;272-657-3;;3,16;;;;;;
Allyl-3-cyclohexylpropionat;Allylcyclohexylpropionat;1;2705-87-5;220-292-5;;15;;;;;113282;zum Stoff
Allylglycidylether;Allylglycidylether;1;106-92-3;203-442-4;;0,954;;;;krebserzeugend;18420;zum Stoff
Allylheptanoat;Allylheptanoat;1;142-19-8;205-527-1;;2,97;;;;;102642;zum Stoff
Allylhexanoat;Allylhexanoat;1;123-68-2;204-642-4;;15;;;;;102109;zum Stoff
Allylisothiocyanat;Allylisothiocyanat;1;57-06-7;200-309-2;;0,335;;;;;510357;zum Stoff
Allylmethacrylat;Allylmethacrylat;1;96-05-9;202-473-0;;1,47;;;;;39590;zum Stoff
Allyl-(3-methylbutoxy)acetat;Allylmethylbutoxyacetat;1;67634-00-8;266-803-5;;4,93;;;;;;
4-(4-Allyloxybenzolsulfonyl)phenol;Allyloxybenzolsulfonylphenol;1;97042-18-7;479-880-7;23,3;23,3;;;;;;
(2-Allyloxy-1,1-dimethyl-2-oxo-ethyl)-2-chlor-5-[3,6-dihydro-3-methyl-2,6-dioxo-4-(trifluormethyl)-1(2H)-pyrimidin-1-yl]benzoat;Allyloxydimethyloxoethylchlordihydromethyldioxotrifluormethylpyrimidinylbenzoat;1;134605-64-4;603-837-5;;0,13;;;;;;
1-[2-(Allyloxy)ethyl-2-(2,4-dichlorphenyl)]-1H-imidazolium-hydrogensulfat;Allyloxyethyldichlorphenylimidazoliumhydrogensulfat;1;58594-72-2;261-351-5;;0,35;;;;;496440;zum Stoff
2-Allyloxymethyl-2-ethylpropandiol;Allyloxymethylethylpropandiol;1;682-11-1;211-662-7;;7;;;;;106783;zum Stoff
S-Allyl-O-pentyldithiocarbonat;Allylpentyldithiocarbonat;1;2956-12-9;220-977-9;0,92;0,92;;;;;;
Allylphenoxyacetat;Allylphenoxyacetat;1;7493-74-5;231-335-2;;2,47;;;;;;
4-Allylveratrol;Allylveratrol;1;93-15-2;202-223-0;;9,87;;;;;101158;zum Stoff
Aluminium, 4,5-Dihydro-5-oxo-1-(4-sulfophenyl)-4-((4-sulfophenyl)azo)-1H-pyrazol-3-carbonsäure Komplex;Aluminium Dihydrooxosulfophenylsulfophenylazopyrazolcarbonsäure Komplex;1;12225-21-7;235-428-9;;1469,298;;;;;125490;zum Stoff
Aluminium, 6-Hydroxy-5-[(2-methoxy-5-methyl-4-sulfophenyl)azo]-2-naphthalinsulfonsäure Komplexe ;Aluminium Hydroxymethoxymethylsulfophenylazonaphthalinsulfonsäure Komplexe ;1;68583-95-9;271-524-7;;16,4;;;;;;
Aluminium, 6-Hydroxy-5-((4-sulfophenyl)azo)-2-naphthalinsulfonsäure Komplex;Aluminium Hydroxysulfophenylazonaphthalinsulfonsäure Komplex;1;15790-07-5;239-888-1;;1,469;;;;;129194;zum Stoff
Aluminium, kompakt;Aluminium kompakt;1;7429-90-5;231-072-3;3,72;3,72;;MAK;;;7130;zum Stoff
Aluminium, kompakt;Aluminium kompakt;2;7429-90-5;231-072-3;3,72;;;MAK;;;7130;zum Stoff
Aluminium Magnesium Vanadium Oxid;Aluminium Magnesium Vanadium Oxid;1;170621-28-0;692-448-4;;98,74;;;;;;
Aluminiumacetylacetonat;Aluminiumacetylacetonat;1;13963-57-0;237-741-6;;1,544;;;;;495015;zum Stoff
Aluminiumchloridhydroxidsulfat;Aluminiumchloridhydroxidsulfat;1;39290-78-3;254-400-7;;44,5;;;;;141492;zum Stoff
